pago_id;monto;fecha;id_usuario;preorden;id_proveedor;id_videojuego;subs_id
4700;30800;15-10-20;133;FALSE;2;623;
4408;30800;19-06-20;110;FALSE;2;623;
4774;30800;04-06-20;64;FALSE;2;623;
5310;38500;30-11-20;32;FALSE;4;623;
4757;38500;10-06-20;124;FALSE;4;623;
4512;38500;17-03-20;74;FALSE;4;623;
4857;38500;01-01-21;141;FALSE;4;623;
4457;38500;10-12-21;11;FALSE;4;623;
4193;38500;16-04-20;93;FALSE;4;623;
6055;38500;12-04-20;113;FALSE;4;623;
5500;38500;16-04-20;91;FALSE;4;623;
4880;38500;09-08-21;103;FALSE;4;623;
5167;38500;29-09-21;85;FALSE;5;623;
5212;38500;24-01-21;123;FALSE;5;623;
5219;38500;01-04-20;118;FALSE;5;623;
5237;38500;28-07-20;88;FALSE;5;623;
5448;26500;01-05-20;136;FALSE;1;673;
5251;26500;28-01-20;88;FALSE;1;673;
6203;26500;30-10-21;135;FALSE;1;673;
5039;29150;11-08-21;121;TRUE;1;673;
3534;29150;07-12-20;22;TRUE;1;673;
4080;26500;30-06-21;137;FALSE;1;673;
5086;31800;07-06-20;82;FALSE;3;673;
6357;34980;13-03-20;100;TRUE;3;673;
4805;31800;10-05-21;150;FALSE;3;673;
4325;31800;31-08-20;41;FALSE;3;673;
3657;34980;30-09-21;9;TRUE;3;673;
4274;31800;04-06-20;79;FALSE;3;673;
4487;31800;18-04-20;74;FALSE;3;673;
5876;34980;10-08-20;45;TRUE;3;673;
3957;31800;29-12-20;125;FALSE;3;673;
4642;34980;20-09-21;106;TRUE;3;673;
5989;26500;03-08-21;98;FALSE;4;673;
5012;26500;04-03-21;87;FALSE;4;673;
5716;26500;30-06-20;139;FALSE;4;673;
6326;29150;19-08-21;76;TRUE;4;673;
5829;29150;14-10-21;147;TRUE;4;673;
5345;29150;23-08-21;13;TRUE;4;673;
4475;37895;17-05-20;11;TRUE;5;673;
4966;37895;07-05-21;111;TRUE;5;673;
4587;34450;18-10-21;126;FALSE;5;673;
5376;37895;26-09-20;35;TRUE;5;673;
5692;20405;06-05-21;12;TRUE;6;673;
5965;18550;05-11-20;44;FALSE;6;673;
6034;18550;31-07-20;138;FALSE;6;673;
4725;18550;21-05-21;124;FALSE;6;673;
3507;20405;22-10-20;102;TRUE;6;673;
6078;20405;09-08-21;78;TRUE;6;673;
3573;20405;20-06-20;104;TRUE;6;673;
5919;18550;09-07-20;144;FALSE;6;673;
5485;20405;24-05-20;91;TRUE;6;673;
5791;20405;09-06-21;119;TRUE;6;673;
6127;20405;20-02-21;140;TRUE;6;673;
4346;18550;10-09-20;148;FALSE;6;673;
3881;18550;21-03-20;146;FALSE;6;673;
3797;18550;02-06-21;107;FALSE;6;673;
4841;18550;22-10-21;141;FALSE;6;673;
4539;20405;24-06-20;117;TRUE;6;673;
5144;20405;06-02-21;28;TRUE;6;673;
4249;18550;03-08-21;143;FALSE;6;673;
5292;18550;19-02-21;149;FALSE;6;673;
3603;20405;25-08-20;115;TRUE;6;673;
5546;18550;26-08-20;38;FALSE;6;673;
5188;20405;04-09-20;85;TRUE;6;673;
4137;18550;13-08-21;54;FALSE;6;673;
5596;18550;27-04-20;134;FALSE;6;673;
4216;18550;19-11-20;93;FALSE;6;673;
3838;18550;17-01-20;101;FALSE;6;673;
5472;20405;04-08-20;19;TRUE;6;673;
4385;8050;14-03-21;23;FALSE;2;730;
6108;8050;08-09-20;140;FALSE;2;730;
4821;8050;31-10-20;150;FALSE;2;730;
3824;8050;28-11-20;101;FALSE;2;730;
3987;8050;26-09-21;77;FALSE;2;730;
5557;8050;24-07-20;36;FALSE;2;730;
5257;8050;15-11-20;88;FALSE;2;730;
4255;8050;28-05-21;79;FALSE;2;730;
4978;8050;12-01-20;111;FALSE;3;730;
4447;8050;30-03-21;11;FALSE;3;730;
3659;8050;15-03-21;9;FALSE;3;730;
4486;8050;03-04-20;74;FALSE;3;730;
4872;8050;05-10-21;103;FALSE;3;730;
5045;8050;20-09-20;121;FALSE;3;730;
4687;8050;06-06-20;27;FALSE;3;730;
5083;8050;18-06-21;82;FALSE;3;730;
4420;8050;06-12-20;81;FALSE;3;730;
4191;11500;08-08-21;93;FALSE;4;730;
5718;11500;08-11-20;139;FALSE;4;730;
5229;11500;13-01-21;118;FALSE;4;730;
3855;11500;08-04-20;146;FALSE;4;730;
5812;11500;29-03-20;30;FALSE;4;730;
5941;11500;10-08-21;46;FALSE;4;730;
5828;11500;27-09-21;147;FALSE;4;730;
5867;9200;20-09-21;45;FALSE;5;730;
5417;9200;19-09-21;136;FALSE;5;730;
4901;9200;26-05-21;47;FALSE;5;730;
4675;9200;05-08-21;142;FALSE;5;730;
3669;9200;22-10-20;109;FALSE;5;730;
4597;9200;30-03-20;120;FALSE;5;730;
5748;9200;24-08-20;80;FALSE;5;730;
5315;9200;04-09-21;32;FALSE;5;730;
5207;9200;18-08-21;123;FALSE;5;730;
3483;13000;24-08-20;102;FALSE;1;732;
4789;13000;10-10-21;150;FALSE;1;732;
6016;13000;30-12-20;138;FALSE;1;732;
5450;13000;06-06-20;136;FALSE;1;732;
5252;13000;25-06-21;88;FALSE;1;732;
5708;13000;05-01-21;139;FALSE;1;732;
4574;10000;08-01-20;126;FALSE;2;732;
5842;10000;23-07-21;45;FALSE;2;732;
5563;10000;14-11-20;36;FALSE;2;732;
3820;10000;19-02-20;101;FALSE;2;732;
3713;10000;02-09-20;97;FALSE;2;732;
6000;10000;05-01-20;98;FALSE;2;732;
5198;10000;13-03-21;85;FALSE;2;732;
5099;10000;24-04-21;83;FALSE;2;732;
5000;10000;09-08-21;87;FALSE;2;732;
4254;10000;05-07-21;79;FALSE;2;732;
4554;10000;19-08-21;117;FALSE;4;732;
5894;10000;18-08-21;69;FALSE;4;732;
5226;10000;01-07-20;118;FALSE;4;732;
3800;10000;24-06-20;107;FALSE;4;732;
4177;11000;31-03-21;112;FALSE;5;732;
3937;11000;07-11-20;99;FALSE;5;732;
6256;11000;14-09-20;95;FALSE;5;732;
4891;11000;09-03-21;47;FALSE;5;732;
5522;6500;27-07-21;38;FALSE;1;733;
4065;6500;27-05-20;96;FALSE;1;733;
3922;6500;07-10-20;99;FALSE;1;733;
3531;6500;07-02-20;22;FALSE;1;733;
5283;6500;10-04-20;149;FALSE;1;733;
6295;6500;26-02-20;94;FALSE;1;733;
6045;7150;17-06-21;113;TRUE;1;733;
4075;6500;11-09-20;137;FALSE;1;733;
4905;4000;02-01-21;47;FALSE;2;733;
3858;4000;14-04-21;146;FALSE;2;733;
3814;4400;06-06-20;101;TRUE;2;733;
4617;4400;13-06-21;120;TRUE;2;733;
4112;4400;13-12-20;54;TRUE;2;733;
5898;4400;28-01-20;69;TRUE;2;733;
4258;4400;31-01-21;79;TRUE;2;733;
4707;4000;21-07-20;133;FALSE;3;733;
4971;4400;28-04-21;111;TRUE;3;733;
4869;4400;14-10-21;103;TRUE;3;733;
4802;4400;18-12-20;150;TRUE;3;733;
4646;4400;17-07-20;106;TRUE;3;733;
4564;4000;02-06-20;117;FALSE;3;733;
3619;4400;14-03-20;115;TRUE;3;733;
5160;4400;09-11-21;28;TRUE;3;733;
3954;4400;26-12-20;125;TRUE;3;733;
5949;4000;11-07-21;44;FALSE;3;733;
5111;4400;13-11-21;83;TRUE;3;733;
4494;4400;08-12-21;74;TRUE;3;733;
5652;5500;12-10-20;86;TRUE;4;733;
5312;5000;21-09-21;32;FALSE;4;733;
3628;5000;10-09-20;122;FALSE;4;733;
6328;5000;06-12-21;76;FALSE;4;733;
4438;5000;11-08-20;81;FALSE;4;733;
6271;5500;26-06-21;132;TRUE;4;733;
5585;4950;30-04-20;36;TRUE;5;733;
5860;4950;03-04-21;45;TRUE;5;733;
5754;4500;21-06-21;80;FALSE;5;733;
5375;4950;14-05-20;35;TRUE;5;733;
6142;4500;01-08-21;129;FALSE;5;733;
3909;21000;27-06-21;127;FALSE;1;866;
5255;21000;08-07-21;88;FALSE;1;866;
4433;21000;09-06-20;81;FALSE;1;866;
4152;21000;08-08-21;54;FALSE;1;866;
6282;21000;10-10-21;132;FALSE;1;866;
4794;21000;31-01-21;150;FALSE;1;866;
6261;21000;17-04-21;95;FALSE;1;866;
6009;21000;07-06-20;138;FALSE;1;866;
3559;21000;26-01-21;145;FALSE;1;866;
5284;11550;18-08-20;149;FALSE;1;960;
4951;11550;04-02-20;128;FALSE;1;960;
4427;11550;11-01-21;81;FALSE;1;960;
4720;11550;22-09-20;133;FALSE;1;960;
5909;11550;13-04-21;69;FALSE;1;960;
5702;11550;26-04-21;139;FALSE;1;960;
4793;11550;29-06-21;150;FALSE;1;960;
6284;11550;13-10-20;132;FALSE;1;960;
6103;10500;19-06-20;140;FALSE;2;960;
4782;10500;24-05-21;64;FALSE;2;960;
5820;10500;28-02-21;147;FALSE;2;960;
6181;10500;03-10-20;130;FALSE;2;960;
5999;10500;26-10-20;98;FALSE;2;960;
4379;10500;14-01-21;23;FALSE;2;960;
3864;10500;08-11-21;146;FALSE;2;960;
5653;10500;21-09-21;86;FALSE;2;960;
3825;10500;14-05-20;101;FALSE;2;960;
5620;12600;14-07-20;134;FALSE;3;960;
3958;12600;14-05-21;125;FALSE;3;960;
3686;12600;25-02-21;97;FALSE;3;960;
4452;12600;20-06-21;11;FALSE;3;960;
6347;12600;25-01-20;100;FALSE;3;960;
3615;12600;28-05-20;115;FALSE;3;960;
3545;12600;31-03-20;145;FALSE;3;960;
4672;12600;07-03-21;142;FALSE;3;960;
4739;12600;01-07-20;124;FALSE;3;960;
5194;10500;20-01-21;85;FALSE;4;960;
3746;10500;15-11-21;108;FALSE;4;960;
4009;10500;27-03-20;89;FALSE;4;960;
6291;10500;10-08-21;94;FALSE;4;960;
5011;10500;23-02-20;87;FALSE;4;960;
5535;10500;25-07-20;38;FALSE;4;960;
6152;10500;27-08-20;129;FALSE;4;960;
5355;10500;03-05-20;92;FALSE;4;960;
5027;10500;30-07-20;121;FALSE;4;960;
5242;9450;09-04-21;88;FALSE;5;960;
3981;9450;13-10-21;77;FALSE;5;960;
4588;9450;06-11-21;126;FALSE;5;960;
3537;9450;15-10-21;22;FALSE;5;960;
5418;9450;12-02-20;136;FALSE;5;960;
5061;9450;15-02-20;82;FALSE;5;960;
4894;9450;11-01-20;47;FALSE;5;960;
6211;9450;25-12-20;135;FALSE;5;960;
5865;9450;04-01-20;45;FALSE;5;960;
3675;9450;03-08-20;109;FALSE;5;960;
4679;15500;27-05-21;142;FALSE;6;974;
5231;15500;31-12-20;118;FALSE;6;974;
3885;15500;16-10-21;146;FALSE;6;974;
5881;15500;14-04-21;45;FALSE;6;974;
5545;15500;02-02-21;38;FALSE;6;974;
6236;15500;27-11-21;135;FALSE;6;974;
6321;15500;22-09-21;76;FALSE;6;974;
5467;15500;16-04-21;19;FALSE;6;974;
4369;15500;17-07-20;23;FALSE;6;974;
3506;15500;17-07-21;102;FALSE;6;974;
4632;15500;24-06-20;106;FALSE;6;974;
3966;15500;19-04-21;125;FALSE;6;974;
3833;15500;09-02-21;101;FALSE;6;974;
5143;15500;23-06-21;28;FALSE;6;974;
5299;15500;23-08-20;149;FALSE;6;974;
5394;15500;04-02-21;35;FALSE;6;974;
4248;15500;06-12-21;143;FALSE;6;974;
5693;15500;22-06-21;12;FALSE;6;974;
5592;15500;18-03-20;36;FALSE;6;974;
5178;15500;08-07-21;85;FALSE;6;974;
4520;15500;14-08-21;74;FALSE;6;974;
4220;15500;05-08-20;93;FALSE;6;974;
4734;15500;09-10-21;124;FALSE;6;974;
6043;15500;30-07-20;138;FALSE;6;974;
4832;15500;01-05-21;150;FALSE;6;974;
6073;15500;02-02-20;78;FALSE;6;974;
4291;15500;03-01-21;79;FALSE;6;974;
4987;15500;08-10-20;111;FALSE;6;974;
4538;15500;16-11-20;117;FALSE;6;974;
3596;15500;03-09-21;115;FALSE;6;974;
4140;15500;03-03-20;54;FALSE;6;974;
4104;31150;04-08-20;40;FALSE;1;979;
3552;31150;07-02-21;145;FALSE;1;979;
3921;31150;16-07-21;99;FALSE;1;979;
6136;31150;25-06-21;129;FALSE;1;979;
4155;31150;18-06-21;112;FALSE;1;979;
4941;31150;22-02-20;128;FALSE;1;979;
6273;31150;28-04-20;132;FALSE;1;979;
6021;31150;18-08-20;138;FALSE;1;979;
5253;31150;08-06-21;88;FALSE;1;979;
3685;31150;27-03-20;97;FALSE;1;979;
4073;31150;23-07-20;137;FALSE;1;979;
4649;31150;07-12-20;142;FALSE;1;979;
5903;48950;20-08-20;69;FALSE;2;979;
6005;48950;19-02-20;98;FALSE;2;979;
4780;48950;19-08-21;64;FALSE;2;979;
4118;48950;14-05-20;54;FALSE;2;979;
3859;48950;23-12-20;146;FALSE;2;979;
4819;48950;16-11-21;150;FALSE;2;979;
5723;48950;10-04-20;80;FALSE;2;979;
6333;48950;22-09-21;76;FALSE;2;979;
5673;44500;06-11-21;12;FALSE;4;979;
6233;44500;28-12-20;135;FALSE;4;979;
4195;44500;20-10-20;93;FALSE;4;979;
3754;44500;30-07-20;116;FALSE;4;979;
5504;44500;08-06-21;91;FALSE;4;979;
5135;44500;11-09-20;28;FALSE;4;979;
4889;44500;02-08-20;103;FALSE;4;979;
4034;53400;25-10-20;96;FALSE;5;979;
4605;53400;10-04-21;120;FALSE;5;979;
5169;53400;13-10-21;85;FALSE;5;979;
5016;53400;09-12-21;121;FALSE;5;979;
3668;53400;14-01-20;109;FALSE;5;979;
5343;55500;22-02-21;13;FALSE;4;1009;
5893;55500;30-10-20;69;FALSE;4;1009;
5007;55500;05-01-21;87;FALSE;4;1009;
5365;55500;05-03-21;92;FALSE;4;1009;
3517;55500;08-04-20;102;FALSE;4;1009;
4204;55500;30-07-20;93;FALSE;4;1009;
5697;12950;21-07-21;139;FALSE;1;1011;
6013;12950;02-06-21;138;FALSE;1;1011;
6302;12950;18-07-20;94;FALSE;1;1011;
6196;12950;08-08-21;135;FALSE;1;1011;
3555;12950;11-09-20;145;FALSE;1;1011;
4018;12950;27-02-20;89;FALSE;1;1011;
5766;12950;14-07-20;10;FALSE;1;1011;
5233;12950;17-01-21;118;FALSE;1;1011;
4375;18500;26-07-20;23;FALSE;2;1011;
4817;18500;19-01-21;150;FALSE;2;1011;
5558;18500;22-01-21;36;FALSE;2;1011;
3984;18500;17-05-21;77;FALSE;2;1011;
5997;18500;02-10-20;98;FALSE;2;1011;
4113;18500;20-08-21;54;FALSE;2;1011;
4265;18500;07-12-21;79;FALSE;2;1011;
4058;18500;27-02-21;96;FALSE;2;1011;
5724;18500;13-04-21;80;FALSE;2;1011;
3813;18500;04-01-20;101;FALSE;2;1011;
5852;18500;29-03-20;45;FALSE;2;1011;
4979;22200;08-06-20;111;FALSE;3;1011;
5793;22200;09-02-20;119;FALSE;3;1011;
5082;22200;01-05-21;82;FALSE;3;1011;
4670;22200;11-12-21;142;FALSE;3;1011;
4443;22200;17-07-21;11;FALSE;3;1011;
3960;22200;25-05-21;125;FALSE;3;1011;
3660;22200;17-12-20;9;FALSE;3;1011;
6344;22200;04-08-20;100;FALSE;3;1011;
5457;18500;14-04-20;136;FALSE;4;1011;
6051;18500;16-03-20;113;FALSE;4;1011;
3739;18500;20-03-21;108;FALSE;4;1011;
3803;18500;09-09-20;107;FALSE;4;1011;
6148;18500;22-01-20;129;FALSE;4;1011;
5495;18500;21-09-20;91;FALSE;4;1011;
5534;18500;07-02-21;38;FALSE;4;1011;
4314;18500;15-04-21;105;FALSE;4;1011;
5363;18500;08-08-20;92;FALSE;4;1011;
5311;18500;11-08-20;32;FALSE;4;1011;
5827;18500;29-01-21;147;FALSE;4;1011;
5123;18500;29-05-21;28;FALSE;4;1011;
4753;14800;16-08-21;124;FALSE;5;1011;
4903;14800;05-11-21;47;FALSE;5;1011;
6242;14800;20-08-20;95;FALSE;5;1011;
5377;14800;28-01-20;35;FALSE;5;1011;
3938;14800;01-11-20;99;FALSE;5;1011;
4432;22400;14-08-20;81;FALSE;1;1020;
3558;22400;05-01-20;145;FALSE;1;1020;
6182;22400;03-11-20;130;FALSE;1;1020;
5370;22400;18-05-20;35;FALSE;1;1020;
4946;22400;08-12-21;128;FALSE;1;1020;
3609;22400;22-02-20;115;FALSE;1;1020;
4156;22400;27-08-21;112;FALSE;1;1020;
4154;22400;26-07-20;54;FALSE;1;1020;
5264;30800;29-01-21;88;FALSE;2;1020;
4372;30800;02-03-21;23;FALSE;2;1020;
4055;30800;16-10-20;96;FALSE;2;1020;
3714;30800;29-11-21;97;FALSE;2;1020;
5932;30800;13-01-21;46;FALSE;2;1020;
3900;30800;16-11-21;127;FALSE;2;1020;
4576;30800;17-09-21;126;FALSE;2;1020;
3861;30800;11-05-21;146;FALSE;2;1020;
4402;19600;26-09-20;110;FALSE;3;1020;
4742;19600;02-12-21;124;FALSE;3;1020;
4686;19600;13-06-20;27;FALSE;3;1020;
5336;19600;01-10-21;32;FALSE;3;1020;
5115;19600;07-10-20;83;FALSE;3;1020;
5551;19600;09-12-20;38;FALSE;3;1020;
4496;19600;31-10-21;74;FALSE;3;1020;
4562;19600;10-06-21;117;FALSE;3;1020;
4931;28000;24-04-21;47;FALSE;4;1020;
5775;28000;14-09-21;10;FALSE;4;1020;
4466;28000;11-01-20;11;FALSE;4;1020;
5031;28000;27-07-20;121;FALSE;4;1020;
5863;22400;26-11-20;45;FALSE;5;1020;
4608;22400;04-08-20;120;FALSE;5;1020;
3666;22400;05-07-21;109;FALSE;5;1020;
6206;22400;05-04-20;135;FALSE;5;1020;
4334;22400;23-10-20;148;FALSE;5;1020;
5487;18500;07-03-20;91;FALSE;6;1026;
5745;18500;26-03-21;80;FALSE;6;1026;
5589;18500;09-04-20;36;FALSE;6;1026;
5459;18500;26-08-21;136;FALSE;6;1026;
3972;18500;24-06-21;125;FALSE;6;1026;
4526;18500;04-04-21;74;FALSE;6;1026;
5540;18500;14-08-20;38;FALSE;6;1026;
6081;18500;09-12-21;78;FALSE;6;1026;
6036;18500;28-01-21;138;FALSE;6;1026;
4250;18500;29-09-21;143;FALSE;6;1026;
4842;18500;13-02-20;141;FALSE;6;1026;
3882;18500;16-10-21;146;FALSE;6;1026;
5691;18500;22-05-21;12;FALSE;6;1026;
5971;18500;07-05-21;44;FALSE;6;1026;
4838;18500;21-02-21;150;FALSE;6;1026;
3599;18500;15-06-20;115;FALSE;6;1026;
4541;18500;25-09-21;117;FALSE;6;1026;
4341;18500;18-04-20;148;FALSE;6;1026;
6159;18500;10-10-20;129;FALSE;6;1026;
3501;18500;23-11-21;102;FALSE;6;1026;
5149;18500;31-05-21;28;FALSE;6;1026;
3782;18500;11-01-21;107;FALSE;6;1026;
3570;18500;03-11-21;104;FALSE;6;1026;
4768;18500;16-07-21;64;FALSE;6;1026;
5276;18500;04-12-20;88;FALSE;6;1026;
6322;18500;05-01-20;76;FALSE;6;1026;
5389;18500;28-12-20;35;FALSE;6;1026;
5303;18500;08-08-20;149;FALSE;6;1026;
4213;18500;09-10-21;93;FALSE;6;1026;
5177;18500;13-03-21;85;FALSE;6;1026;
6042;33500;04-04-20;138;FALSE;6;1029;
5273;33500;14-01-20;88;FALSE;6;1029;
5920;33500;28-08-21;144;FALSE;6;1029;
4345;33500;27-02-20;148;FALSE;6;1029;
4329;33500;28-01-21;41;FALSE;6;1029;
4770;33500;18-03-21;64;FALSE;6;1029;
4138;33500;29-01-21;54;FALSE;6;1029;
3839;33500;16-07-20;101;FALSE;6;1029;
4839;33500;05-05-20;150;FALSE;6;1029;
3707;33500;03-04-20;97;FALSE;6;1029;
4184;33500;15-10-20;112;FALSE;6;1029;
5973;33500;29-03-20;44;FALSE;6;1029;
5146;33500;09-03-21;28;FALSE;6;1029;
4638;33500;16-12-20;106;FALSE;6;1029;
3606;33500;07-02-20;115;FALSE;6;1029;
4735;33500;19-03-21;124;FALSE;6;1029;
4594;33500;11-11-21;126;FALSE;6;1029;
5482;33500;08-08-21;91;FALSE;6;1029;
3568;33500;03-03-20;104;FALSE;6;1029;
6316;33500;17-10-21;76;FALSE;6;1029;
4613;33500;02-02-20;120;FALSE;6;1029;
5387;33500;07-01-21;35;FALSE;6;1029;
5466;33500;12-06-20;19;FALSE;6;1029;
5230;33500;12-10-20;118;FALSE;6;1029;
4295;33500;15-11-20;79;FALSE;6;1029;
4535;33500;21-06-20;117;FALSE;6;1029;
5879;33500;27-02-21;45;FALSE;6;1029;
5595;33500;06-12-21;134;FALSE;6;1029;
3511;33500;20-09-21;102;FALSE;6;1029;
3784;33500;07-05-21;107;FALSE;6;1029;
4308;33500;11-04-20;105;FALSE;6;1029;
4523;33500;13-03-21;74;FALSE;6;1029;
4217;33500;25-02-20;93;FALSE;6;1029;
3975;33500;07-06-21;125;FALSE;6;1029;
5300;33500;13-01-21;149;FALSE;6;1029;
5542;33500;25-06-21;38;FALSE;6;1029;
5908;8750;14-12-20;69;FALSE;1;1121;
3916;8750;02-12-20;127;FALSE;1;1121;
4948;8750;04-02-21;128;FALSE;1;1121;
6300;8750;09-12-21;94;FALSE;1;1121;
6283;8750;13-08-21;132;FALSE;1;1121;
6129;8750;07-06-21;129;FALSE;1;1121;
3526;8750;26-03-21;22;FALSE;1;1121;
4611;8750;30-05-21;120;FALSE;1;1121;
5943;12500;10-05-21;46;FALSE;4;1121;
3810;12500;09-09-20;107;FALSE;4;1121;
4684;12500;07-07-21;142;FALSE;4;1121;
6087;12500;15-09-21;78;FALSE;4;1121;
4317;12500;25-09-20;105;FALSE;4;1121;
6027;12500;26-02-20;138;FALSE;4;1121;
5830;12500;14-05-21;147;FALSE;4;1121;
5649;12500;11-10-21;86;FALSE;4;1121;
4860;12500;29-04-21;141;FALSE;4;1121;
3944;12500;27-03-21;99;FALSE;5;1121;
5480;12500;17-05-21;19;FALSE;5;1121;
5213;12500;23-09-21;123;FALSE;5;1121;
6214;12500;01-07-20;135;FALSE;5;1121;
4478;12500;20-10-21;11;FALSE;5;1121;
4893;12500;17-07-21;47;FALSE;5;1121;
5371;21000;21-01-21;35;FALSE;1;1164;
6195;21000;28-01-20;135;FALSE;1;1164;
5709;21000;08-01-20;139;FALSE;1;1164;
3553;21000;02-12-21;145;FALSE;1;1164;
4913;21000;29-07-21;47;FALSE;1;1164;
4939;21000;17-11-20;128;FALSE;1;1164;
4431;21000;15-09-20;81;FALSE;1;1164;
5983;21000;21-04-20;98;FALSE;4;1164;
3702;21000;01-07-21;97;FALSE;4;1164;
5124;21000;03-11-21;28;FALSE;4;1164;
5456;21000;20-01-21;136;FALSE;4;1164;
4132;21000;21-07-21;54;FALSE;4;1164;
4625;21000;30-09-20;106;FALSE;4;1164;
5816;21000;12-12-20;30;FALSE;4;1164;
4045;27300;02-10-21;96;FALSE;5;1164;
3942;27300;29-10-21;99;FALSE;5;1164;
6169;27300;27-04-20;130;FALSE;5;1164;
4335;27300;21-06-20;148;FALSE;5;1164;
5749;27300;21-02-20;80;FALSE;5;1164;
5869;27300;24-10-20;45;FALSE;5;1164;
4232;27300;23-03-20;143;FALSE;5;1164;
3918;34500;11-05-21;127;FALSE;1;1262;
3530;34500;15-01-21;22;FALSE;1;1262;
3683;34500;18-04-20;97;FALSE;1;1262;
5705;34500;16-05-21;139;FALSE;1;1262;
6296;34500;08-05-21;94;FALSE;1;1262;
4875;34500;23-04-21;103;FALSE;1;1262;
5250;34500;25-01-21;88;FALSE;1;1262;
6264;34500;18-05-21;95;FALSE;1;1262;
4904;24150;06-08-20;47;FALSE;2;1262;
4256;24150;10-04-20;79;FALSE;2;1262;
4119;24150;07-10-21;54;FALSE;2;1262;
5139;24150;11-06-20;28;FALSE;2;1262;
4619;24150;03-12-20;120;FALSE;2;1262;
5333;37950;27-03-20;32;FALSE;3;1262;
3848;37950;20-09-21;146;FALSE;3;1262;
5617;37950;05-05-20;134;FALSE;3;1262;
3775;37950;11-01-20;116;FALSE;3;1262;
6227;37950;16-10-21;135;FALSE;3;1262;
5637;37950;10-12-20;131;FALSE;3;1262;
5404;37950;11-01-20;84;FALSE;3;1262;
4307;37950;27-04-20;105;FALSE;3;1262;
4661;37950;22-05-21;142;FALSE;3;1262;
4626;34500;21-06-20;106;FALSE;4;1262;
6119;34500;20-05-21;140;FALSE;4;1262;
5029;34500;29-01-20;121;FALSE;4;1262;
4954;34500;03-04-21;128;FALSE;4;1262;
5809;34500;06-10-21;30;FALSE;4;1262;
5204;34500;25-05-20;123;FALSE;5;1262;
5071;34500;21-02-20;82;FALSE;5;1262;
4986;31050;09-09-20;111;FALSE;6;1262;
5382;31050;30-03-20;35;FALSE;6;1262;
6075;31050;12-09-20;78;FALSE;6;1262;
4245;31050;18-01-21;143;FALSE;6;1262;
3564;31050;23-01-21;104;FALSE;6;1262;
4771;31050;06-04-21;64;FALSE;6;1262;
3843;31050;11-05-21;101;FALSE;6;1262;
3591;31050;07-11-20;115;FALSE;6;1262;
5184;31050;25-01-20;85;FALSE;6;1262;
5744;31050;19-04-21;80;FALSE;6;1262;
4212;31050;02-10-20;93;FALSE;6;1262;
3654;31050;22-11-21;9;FALSE;6;1262;
4367;31050;31-07-20;23;FALSE;6;1262;
3512;31050;09-02-20;102;FALSE;6;1262;
4519;31050;30-12-20;74;FALSE;6;1262;
4713;31050;03-11-21;133;FALSE;6;1262;
5090;31050;08-11-20;83;FALSE;6;1262;
5969;31050;29-08-20;44;FALSE;6;1262;
5289;31050;29-01-20;149;FALSE;6;1262;
5473;31050;15-07-20;19;FALSE;6;1262;
5886;31050;21-04-21;45;FALSE;6;1262;
4724;31050;20-04-21;124;FALSE;6;1262;
6184;31050;01-04-21;130;FALSE;6;1262;
5458;31050;16-06-20;136;FALSE;6;1262;
4537;31050;12-11-20;117;FALSE;6;1262;
4181;31050;08-02-20;112;FALSE;6;1262;
6037;31050;14-04-20;138;FALSE;6;1262;
4834;31050;27-06-21;150;FALSE;6;1262;
3783;31050;14-04-21;107;FALSE;6;1262;
5684;31050;19-08-20;12;FALSE;6;1262;
6319;31050;23-07-21;76;FALSE;6;1262;
5484;31050;09-09-21;91;FALSE;6;1262;
3726;19600;24-01-20;108;FALSE;2;1266;
4115;19600;09-01-21;54;FALSE;2;1266;
5561;19600;22-06-20;36;FALSE;2;1266;
3989;19600;26-12-20;77;FALSE;2;1266;
4777;19600;11-03-20;64;FALSE;2;1266;
3818;19600;24-10-20;101;FALSE;2;1266;
3632;19600;18-04-20;9;FALSE;2;1266;
5308;19600;20-02-20;32;FALSE;2;1266;
4263;19600;30-08-21;79;FALSE;2;1266;
4053;19600;09-11-21;96;FALSE;2;1266;
5095;19600;01-02-21;83;FALSE;2;1266;
4374;19600;05-12-20;23;FALSE;2;1266;
4298;29400;09-09-20;105;FALSE;3;1266;
5159;29400;16-09-20;28;FALSE;3;1266;
3612;29400;22-03-20;115;FALSE;3;1266;
5733;29400;24-09-21;80;FALSE;3;1266;
5788;29400;28-02-21;10;FALSE;3;1266;
5032;24500;21-06-21;121;FALSE;4;1266;
4088;24500;18-02-21;137;FALSE;4;1266;
3627;24500;18-04-21;122;FALSE;4;1266;
4629;24500;04-09-20;106;FALSE;4;1266;
4958;24500;10-01-20;111;FALSE;4;1266;
4548;24500;13-09-21;117;FALSE;4;1266;
4852;24500;06-07-21;141;FALSE;4;1266;
6364;24500;12-02-20;100;FALSE;4;1266;
4461;24500;03-01-21;11;FALSE;4;1266;
3755;24500;19-02-20;116;FALSE;4;1266;
5871;17150;16-03-21;45;FALSE;5;1266;
6216;17150;13-07-20;135;FALSE;5;1266;
6244;17150;26-08-21;95;FALSE;5;1266;
4599;17150;01-09-21;120;FALSE;5;1266;
6138;17150;26-03-20;129;FALSE;5;1266;
6304;15500;01-05-21;94;FALSE;1;1331;
5854;15500;07-08-20;45;FALSE;1;1331;
